id,name,city,state,description,latitude,longitude,image_path,rating
566,Rameshwar Temple,Talcher,Odisha,Historic temple complex in old town,20.6333,86.3933,place_images/Rameshwar_Temple.jpg,4.4
567,Bhitarkanika National Park,Kendrapara,Odisha,Mangrove forest and saltwater crocodiles,20.68,86.63,place_images/Bhitarkanika_National_Park.jpg,4.4
568,Mayurbhanj Palace,Baripada,Odisha,Royal residence of Mayurbhanj princely state,21.4833,86.8667,place_images/Mayurbhanj_Palace.jpg,
569,Zero Point at Daringbadi,Daringbadi,Odisha,Tourist lookout point in hills,20.44,84.216,place_images/Zero_Point_at_Daringbadi.jpg,4.5
570,Devkund Waterfall,Keonjhar,Odisha,Hidden forest waterfall trek site,21.6,86.283,place_images/Devkund_Waterfall.jpg,4.6
571,Ananta Vasudev Temple,Bhadrak,Odisha,Ancient temple dedicated to Lord Vishnu,21.065,86.33,place_images/Ananta_Vasudev_Temple.jpg,4.6
572,Old Town Heritage Walk,Bhubaneswar,Odisha,Walking route showcasing temples and architecture,20.27,85.84,place_images/Old_Town_Heritage_Walk.jpg,4.6
573,Golden Temple,Amritsar,Punjab,Iconic Sikh gurdwara with gold-plated exterior,31.62,74.8765,place_images/Golden_Temple.jpg,4.9
574,Jallianwala Bagh,Amritsar,Punjab,Historic site of 1919 massacre,31.633,74.8723,place_images/Jallianwala_Bagh.jpg,4.6
575,Wagah Border,Amritsar,Punjab,Daily Indian–Pakistani flag lowering ceremony,31.6187,74.5788,place_images/Wagah_Border.jpg,4.8
576,Partition Museum,Amritsar,Punjab,Museum dedicated to India’s Partition history,31.628,74.8745,place_images/Partition_Museum.jpg,4.6
577,Maharaja Ranjit Singh Museum,Amritsar,Punjab,Museum housed in summer palace,31.6214,74.8594,place_images/Maharaja_Ranjit_Singh_Museum.jpg,4.4
578,Durgiana Temple,Amritsar,Punjab,Hindu temple resembling Golden Temple,31.6222,74.867,place_images/Durgiana_Temple.jpg,4.7
579,Qila Mubarak,Patiala,Punjab,Historic fort & palace complex,30.3296,76.3895,place_images/Qila_Mubarak.jpg,4.5
580,Sheikh Chilli’s Tomb,Patiala,Punjab,Mausoleum of Mughal scholar Sheikh Chilli,30.3356,76.4001,place_images/Sheikh_Chilli’s_Tomb.jpg,4.3
581,Baradari Gardens,Patiala,Punjab,18th‑century Mughal garden,30.3362,76.391,place_images/Baradari_Gardens.jpg,4.4
582,Rangla Punjab Haveli,Patiala,Punjab,Cultural village experience,30.3385,76.393,place_images/Rangla_Punjab_Haveli.jpg,4.6
583,Rock Garden,Chandigarh,Punjab,Sculptural garden of recycled materials,30.7333,76.7794,place_images/Rock_Garden.jpg,3.8
584,Sukhna Lake,Chandigarh,Punjab,Reservoir with walkways and boating,30.7346,76.773,place_images/Sukhna_Lake.jpg,4.6
585,Capitol Complex,Chandigarh,Punjab,Le Corbusier‑designed government buildings,30.7415,76.7684,place_images/Capitol_Complex.jpg,4.5
586,Pinjore Gardens,Panchkula,Punjab,Baroque‑style Mughal gardens in foothills,30.91,76.868,place_images/Pinjore_Gardens.jpg,4.3
587,Shri Anandpur Sahib,Anandpur Sahib,Punjab,Sacred Sikh pilgrimage site and Hola Mohalla fair,31.219,76.5,place_images/Shri_Anandpur_Sahib.jpg,4.5
588,Damdama Lake,Gurgaon,Punjab,Boatpoints & leisure lake near NCR,28.4069,77.046,place_images/Damdama_Lake.jpg,3.6
589,Kila Raipur Rural Games Village,Ludhiana,Punjab,Spectacle of rural sports festival,30.887,75.845,place_images/Kila_Raipur_Rural_Games_Village.jpg,4.5
590,Ranjit Sagar Dam,Pathankot,Punjab,Reservoir on Ravi River,32.235,75.768,place_images/Ranjit_Sagar_Dam.jpg,
591,Gurudwara Manji Sahib,Chheharta Sahib,Punjab,Historic Sikh gurdwara on canal,31.637,74.776,place_images/Gurudwara_Manji_Sahib.jpg,4.8
592,Anand Wildlife Sanctuary,Patiala,Punjab,Protected forest reserve,30.246,76.553,place_images/Anand_Wildlife_Sanctuary.jpg,4.4
593,Harike Wetland,Firozpur,Punjab,Important bird area & wetland,31.2894,74.5233,place_images/Harike_Wetland.jpg,4.2
594,Kiratpur Sahib,Rupnagar,Punjab,Town on Sutlej with historic gurdwaras,31.215,76.39,place_images/Kiratpur_Sahib.jpg,3.9
595,Moti Bagh Palace,Patiala,Punjab,Heritage palace during royalty,30.3296,76.3979,place_images/Moti_Bagh_Palace.jpg,4.3
596,Barnala Gurudwara,Barnala,Punjab,Local gurudwara in religious circuit,30.379,75.229,place_images/Barnala_Gurudwara.jpg,4.6
597,Vir Sikh Temple,Chandigarh,Punjab,Gurudwara near Sukhna Lake,30.739,76.772,place_images/Vir_Sikh_Temple.jpg,4.8
598,Talwandi Sabo,Bathinda,Punjab,Sikh pilgrim town on Ghaggar River,30.197,74.983,place_images/Talwandi_Sabo.jpg,4.8
599,Jhaja Sahib Gurudwara,Moga,Punjab,Historic Sikh temple of Baba Bhaniara,30.817,75.168,place_images/Jhaja_Sahib_Gurudwara.jpg,4.8
600,Fateh burj,Mohali,Punjab,Monument with tallest victory tower,30.736,76.707,place_images/Fateh_burj.jpg,4.5
601,Chimnabai Falls,Chandigarh,Punjab,Hill falls near Chandigarh,30.74,76.828,place_images/Chimnabai_Falls.jpg,4.4
602,Kushalnagar Kabir Chaura,Hoshiarpur,Punjab,Pilgrimage site of Kabir panth,31.516,75.914,place_images/Kushalnagar_Kabir_Chaura.jpg,5.0
603,Naina Devi Temple,Una,Punjab,Goddess temple atop hill in Haridwar,31.472,76.388,place_images/Naina_Devi_Temple.jpg,4.8
604,Bhakra Dam,Bilaspur,Punjab,One of India’s tallest gravity dams,31.82,76.357,place_images/Bhakra_Dam.jpg,4.4
605,Bhima Devi Temple,Kurukshetra,Punjab,Ancient temple near historic city,30.004,76.854,place_images/Bhima_Devi_Temple.jpg,4.8
606,Muktsar Sahib,Sri Muktsar Sahib,Punjab,Historic Sikh town of battlefields,30.47,74.52,place_images/Muktsar_Sahib.jpg,4.3
607,Rose Garden,Chandigarh,Chandigarh,Largest rose garden in Asia,30.7225,76.7762,place_images/Rose_Garden.jpg,4.3
608,Rock Garden,Chandigarh,Chandigarh,Sculptural garden of recycled materials,30.7333,76.7794,place_images/Rock_Garden.jpg,3.8
609,Sukhna Lake,Chandigarh,Chandigarh,Leisure lake with stroll paths and boating,30.7346,76.773,place_images/Sukhna_Lake.jpg,4.6
610,Capitol Complex,Chandigarh,Chandigarh,Le Corbusier’s legislative buildings,30.7415,76.7684,place_images/Capitol_Complex.jpg,4.5
611,Japanese Garden,Chandigarh,Chandigarh,Themed garden with pagoda and waterfall,30.735,76.791,place_images/Japanese_Garden.jpg,4.2
612,Chhatbir Zoo,Chandigarh,Chandigarh,Large zoo on Zirakpur road,30.722,76.811,place_images/Chhatbir_Zoo.jpg,4.3
613,Pinjore Gardens,Chandigarh,Chandigarh,Baroque Mughal garden nearby,30.91,76.868,place_images/Pinjore_Gardens.jpg,4.3
614,Leisure Valley,Chandigarh,Chandigarh,Tree-lined promenade for events,30.731,76.786,place_images/Leisure_Valley.jpg,4.5
615,Government Museum,Chandigarh,Chandigarh,Museum with Gandharan art & sculptures,30.743,76.774,place_images/Government_Museum.jpg,4.4
616,Sector 17 Plaza,Chandigarh,Chandigarh,Major shopping and entertainment hub,30.733,76.779,place_images/Sector_17_Plaza.jpg,4.6
617,ISBT Sector 43,Chandigarh,Chandigarh,Interstate bus terminal of region,30.7434,76.792,place_images/ISBT_Sector_43.jpg,4.4
618,Mohali Cricket Stadium,Chandigarh,Chandigarh,International cricket ground,30.7046,76.7179,place_images/Mohali_Cricket_Stadium.jpg,4.4
619,Terraced Garden,Chandigarh,Chandigarh,Flower gardens near leisure valley,30.737,76.785,place_images/Terraced_Garden.jpg,4.5
620,Garden of Fragrance,Chandigarh,Chandigarh,Rose & herbal-flower garden,30.6905,76.79,place_images/Garden_of_Fragrance.jpg,4.6
621,Le Corbusier Centre,Chandigarh,Chandigarh,Museum dedicated to city’s planner,30.736,76.768,place_images/Le_Corbusier_Centre.jpg,4.4
622,Sri Aurobindo Ashram,Puducherry,Puducherry,Spiritual community foundation site,11.9346,79.8283,place_images/Sri_Aurobindo_Ashram.jpg,4.7
623,Promenade Beach,Puducherry,Puducherry,Seaside walk lined with cafes & statues,11.9341,79.8386,place_images/Promenade_Beach.jpg,4.5
624,Auroville,Auroville,Puducherry,International spiritual township,12.0056,79.81,place_images/Auroville.jpg,4.0
625,Botanical Garden,Puducherry,Puducherry,Historic garden with exotic plant species,11.931,79.846,place_images/Botanical_Garden.jpg,4.5
626,Paradise Beach,Puducherry,Puducherry,Island beach accessible by boat,11.947,79.765,place_images/Paradise_Beach.jpg,4.5
627,French Quarter,Puducherry,Puducherry,Colonial-era town with colored villas,11.935,79.829,place_images/French_Quarter.jpg,4.6
628,Auroville Beach,Auroville,Puducherry,Serene beach of the township,12.005,79.842,place_images/Auroville_Beach.jpg,4.1
629,Manakula Vinayagar Temple,Puducherry,Puducherry,Ancient Ganesha temple near beach,11.9169,79.83,place_images/Manakula_Vinayagar_Temple.jpg,4.7
630,Rock Beach,Puducherry,Puducherry,Northern beach stretch with promenade,11.933,79.813,place_images/Rock_Beach.jpg,4.5
631,Duplex Beach,Puducherry,Puducherry,Smaller sandy beach near Promenade,11.93,79.813,place_images/Duplex_Beach.jpg,4.5
632,Arikamedu Archaeological Site,Puducherry,Puducherry,Roman trade port ruins,11.8773,79.822,place_images/Arikamedu_Archaeological_Site.jpg,3.6
633,Ousteri Lake,Ousteri,Puducherry,Freshwater lake and bird sanctuary,11.914,79.758,place_images/Ousteri_Lake.jpg,4.0
634,Chunnambar Boat House,Chunnambar,Puducherry,Backwater boating & water sports,11.8745,79.838,place_images/Chunnambar_Boat_House.jpg,4.1
635,Serenity Beach,Puducherry,Puducherry,Quiet surf beach north of Promenade,11.957,79.836,place_images/Serenity_Beach.jpg,4.3
636,Karaikal Beach,Karaikal,Puducherry,Calm beach with lighthouse,10.92,79.84,place_images/Karaikal_Beach.jpg,4.3
637,Thiruvetkalam Beach,Puducherry,Puducherry,Tranquil seashore south of town,11.905,79.82,place_images/Thiruvetkalam_Beach.jpg,4.6
638,Muthukuda Temple,Puducherry,Puducherry,Ancient temple with local worship,11.918,79.835,place_images/Muthukuda_Temple.jpg,4.3
639,Villianur Temple,Villianur,Puducherry,Historic Dravidian-style temple,12.016,79.782,place_images/Villianur_Temple.jpg,4.6
640,Gangtok,Gangtok,Sikkim,State capital nestled in the Himalayas,27.3389,88.6065,place_images/Gangtok.jpg,4.4
641,Rumtek Monastery,Gangtok,Sikkim,Major Tibetan Buddhist monastery,27.3659,88.6074,place_images/Rumtek_Monastery.jpg,4.6
642,Tsomgo Lake,Gangtok,Sikkim,"Glacial alpine lake, often frozen",27.337,88.638,place_images/Tsomgo_Lake.jpg,4.7
643,Baba Harbhajan Singh Mandir,Gangtok,Sikkim,Memorial temple at Nathula Highway,27.317,88.654,place_images/Baba_Harbhajan_Singh_Mandir.jpg,4.7
644,Nathula Pass,Nathula,Sikkim,Mountain pass on Indo‑China border,27.321,88.855,place_images/Nathula_Pass.jpg,4.7
645,Pelling,Pelling,Sikkim,Hill town with views of Kanchenjunga,27.1058,88.1254,place_images/Pelling.jpg,4.2
646,Pemayangtse Monastery,Pelling,Sikkim,Important Buddhist monastery,27.1154,88.1234,place_images/Pemayangtse_Monastery.jpg,4.6
647,Yuksom,Yuksom,Sikkim,Gateway to hiking trails to Kanchenjunga,27.3209,88.2039,place_images/Yuksom.jpg,4.6
648,Khecheopalri Lake,Khecheopalri,Sikkim,Sacred lake revered by Buddhists,27.3122,88.2677,place_images/Khecheopalri_Lake.jpg,4.5
649,Namchi,Namchi,Sikkim,Known for giant Shiva statue and gardens,27.1667,88.3246,place_images/Namchi.jpg,4.6
650,Ravangla,Ravangla,Sikkim,Hill station with Buddha park,27.244,88.345,place_images/Ravangla.jpg,4.4
651,Tarku Viewpoint,Ravangla,Sikkim,Sunrise views over mountain peaks,27.2452,88.3458,place_images/Tarku_Viewpoint.jpg,4.8
652,Dzongri Trek,Geyzing,Sikkim,Popular trekking route in Himalayas,27.3589,88.375,place_images/Dzongri_Trek.jpg,4.3
653,Zuluk,Zuluk,Sikkim,Historic Silk Route hamlet,27.1749,88.7116,place_images/Zuluk.jpg,4.5
654,Kupup Lake,Kupup,Sikkim,High-altitude lake on Old Silk Road,27.3435,88.733,place_images/Kupup_Lake.jpg,4.7
655,Phodong Monastery,Phodong,Sikkim,Ancient Buddhist monastery,27.374,88.483,place_images/Phodong_Monastery.jpg,4.6
656,Tashiding Monastery,Tashiding,Sikkim,Holy monastery with scenic valley views,27.3,88.47,place_images/Tashiding_Monastery.jpg,4.6
657,Rabdentse Ruins,Namchi,Sikkim,Remains of old Sikkimese capital,27.3125,88.3278,place_images/Rabdentse_Ruins.jpg,4.4
658,Pemako Sanctuary,West Sikkim,Sikkim,Remote biodiversity hotspot,27.025,88.59,place_images/Pemako_Sanctuary.jpg,4.9
659,Singalila National Park,West Sikkim,Sikkim,High-altitude park known for red pandas,27.1,88.123,place_images/Singalila_National_Park.jpg,4.7
660,Charminar,Hyderabad,Telangana,Iconic 16th‑century mosque and monument,17.3616,78.4747,place_images/Charminar.jpg,4.5
661,Golconda Fort,Hyderabad,Telangana,Historic fortress with light & sound show,17.3833,78.4011,place_images/Golconda_Fort.jpg,4.4
662,Hussain Sagar Lake,Hyderabad,Telangana,Man-made lake with Buddha statue island,17.4239,78.4738,place_images/Hussain_Sagar_Lake.jpg,4.4
663,Salar Jung Museum,Hyderabad,Telangana,Major museum of art and antiquities,17.3715,78.4804,place_images/Salar_Jung_Museum.jpg,4.4
664,Ramoji Film City,Hyderabad,Telangana,World’s largest film studio complex,17.2544,78.4283,place_images/Ramoji_Film_City.jpg,4.4
665,Chowmahalla Palace,Hyderabad,Telangana,Former Nizam palace complex,17.3616,78.4795,place_images/Chowmahalla_Palace.jpg,4.4
666,Mecca Masjid,Hyderabad,Telangana,One of India’s largest mosques,17.3615,78.4786,place_images/Mecca_Masjid.jpg,4.7
667,Qutb Shahi Tombs,Hyderabad,Telangana,Royal cemetery of Golconda dynasty,17.3797,78.3971,place_images/Qutb_Shahi_Tombs.jpg,4.4
668,Birla Mandir,Hyderabad,Telangana,Marble temple overlooking the city,17.4107,78.469,place_images/Birla_Mandir.jpg,4.7
669,Nehru Zoological Park,Hyderabad,Telangana,Large safari and zoo complex,17.3656,78.4836,place_images/Nehru_Zoological_Park.jpg,4.2
670,Chilkur Balaji Temple,Hyderabad,Telangana,Noted “Visa temple” near Osman Sagar,17.2906,78.3294,place_images/Chilkur_Balaji_Temple.jpg,4.7
671,Osman Sagar,Hyderabad,Telangana,Reservoir also called Gandipet Lake,17.3333,78.3815,place_images/Osman_Sagar.jpg,4.2
672,Shilparamam,Hyderabad,Telangana,Cultural village showcasing crafts,17.3322,78.4569,place_images/Shilparamam.jpg,4.3
673,Bhongir Fort,Bhongir,Telangana,Hill fort with panoramic views,17.5158,78.8888,place_images/Bhongir_Fort.jpg,
674,Warangal Fort,Warangal,Telangana,Medieval Kakatiya fort ruins,17.9834,79.601,place_images/Warangal_Fort.jpg,4.4
675,Ramappa Temple,Palampet,Telangana,UNESCO Kakatiya Temple of Thousand Pillars,18.3669,79.563,place_images/Ramappa_Temple.jpg,4.7
676,Thousand Pillar Temple,Hanamakonda,Telangana,Medieval Hindu temple,18.0248,79.5776,place_images/Thousand_Pillar_Temple.jpg,4.5
677,Bhadrakali Temple,Warangal,Telangana,Temple atop hill with scenic views,17.968,79.595,place_images/Bhadrakali_Temple.jpg,4.8
678,Laknavaram Lake,Warangal,Telangana,Scenic lake with hanging bridge,18.0169,79.8954,place_images/Laknavaram_Lake.jpg,4.4
679,Kakatiya Musical Garden,Warangal,Telangana,Gardens with musical fountain shows,17.9683,79.5868,place_images/Kakatiya_Musical_Garden.jpg,3.7
680,Kompally Lake,Hyderabad,Telangana,Lakeside urban green space,17.5253,78.5246,place_images/Kompally_Lake.jpg,4.2
681,Paigah Tombs,Hyderabad,Telangana,Finely sculpted tomb complex,17.3838,78.4942,place_images/Paigah_Tombs.jpg,
682,Falaknuma Palace,Hyderabad,Telangana,Palace-turned-hotel with city views,17.372,78.4971,place_images/Falaknuma_Palace.jpg,4.7
683,Meenakshi Patnam,Hyderabad,Telangana,Ancient village turned heritage site,17.4,78.45,place_images/Meenakshi_Patnam.jpg,4.3
684,Neerajaa Rock Gardens,Warangal,Telangana,Sculpture garden with water features,18.0,79.583,place_images/Neerajaa_Rock_Gardens.jpg,4.7
685,Keesaragutta Temple,Hyderabad,Telangana,Ancient Siva temple on hill,17.638,78.57,place_images/Keesaragutta_Temple.jpg,4.7
686,Shamirpet Lake,Hyderabad,Telangana,Pleasure lake with island park,17.636,78.545,place_images/Shamirpet_Lake.jpg,4.3
687,Nizamsagar Reservoir,Nizamabad,Telangana,Large irrigation lake with boat rides,18.38,78.1,place_images/Nizamsagar_Reservoir.jpg,
688,Basara Saraswathi Temple,Basara,Telangana,Famous temple of goddess Saraswati,17.7703,78.2819,place_images/Basara_Saraswathi_Temple.jpg,4.6
689,Kundavada Botanical Gardens,Warangal,Telangana,Urban botanical garden near fort,17.986,79.576,place_images/Kundavada_Botanical_Gardens.jpg,4.5
690,Govindarajaswamy Temple,Nalgonda,Telangana,Village temple with Dravidian architecture,17.002,79.201,place_images/Govindarajaswamy_Temple.jpg,4.7
691,Medak Cathedral,Medak,Telangana,Largest church in South India,18.058,78.267,place_images/Medak_Cathedral.jpg,4.6
692,Alampur Navabrahma Temples,Alampur,Telangana,Group of seven early Chalukyan temples,16.814,78.676,place_images/Alampur_Navabrahma_Temples.jpg,4.8
693,Ujjayanta Palace,Agartala,Tripura,"Former state royal palace, now museum",23.836,91.2812,place_images/Ujjayanta_Palace.jpg,4.5
694,Neermahal,Udaipur,Tripura,Water palace in Rudrasagar Lake,23.509,91.442,place_images/Neermahal.jpg,4.4
695,Tripura Sundari Temple,Udaipur,Tripura,One of the 51 Shakti Peethas,23.4883,91.4628,place_images/Tripura_Sundari_Temple.jpg,4.7
696,Jagannath Temple,Agartala,Tripura,Temple of Lord Jagannath,23.8364,91.286,place_images/Jagannath_Temple.jpg,4.8
697,Jampui Hills,Kanchanpur,Tripura,Scenic hill station in North Tripura,24.157,91.753,place_images/Jampui_Hills.jpg,4.5
698,Pilak Heritage Site,Amarpur,Tripura,Ancient Buddhist and Hindu ruins,23.636,91.326,place_images/Pilak_Heritage_Site.jpg,4.3
699,Sepahijala Wildlife Sanctuary,Sonamura,Tripura,Wildlife park near Agartala,23.665,91.327,place_images/Sepahijala_Wildlife_Sanctuary.jpg,4.1
700,Gumti Wildlife Sanctuary,Udaipur,Tripura,Sanctuary around reservoir,23.6156,91.4331,place_images/Gumti_Wildlife_Sanctuary.jpg,4.1
701,Rajnagar Beach,Rajnagar,Tripura,Sandy riverbank beach,23.5172,91.4074,place_images/Rajnagar_Beach.jpg,4.4
702,Unakoti,Unakoti,Tripura,Rock-cut sculptures of gods and deities,24.255,91.717,place_images/Unakoti.jpg,4.5
703,Kamalasagar Lake,Kanchanpur,Tripura,Historical tank and recreation spot,24.2453,91.7676,place_images/Kamalasagar_Lake.jpg,4.2
704,Chabimura,Belonia,Tripura,Huge rock carvings on gorge,23.008,91.445,place_images/Chabimura.jpg,4.5
705,Dasarath Deb Memorial Hall,Agartala,Tripura,State cultural museum,23.831,91.279,place_images/Dasarath_Deb_Memorial_Hall.jpg,3.8
706,Boxanagar Palace,Agartala,Tripura,Royal palace with manicured gardens,23.8315,91.27,place_images/Boxanagar_Palace.jpg,4.4
707,Ambassa Church,Dhalai,Tripura,Historic colonial-era church,23.8319,91.953,place_images/Ambassa_Church.jpg,4.3
708,Marina Beach,Chennai,Tamil Nadu,Longest urban beach in India,13.048,80.282,place_images/Marina_Beach.jpg,4.3
709,Kapaleeshwarar Temple,Chennai,Tamil Nadu,Historic Dravidian-style temple,13.0452,80.2675,place_images/Kapaleeshwarar_Temple.jpg,4.8
710,Fort St. George,Chennai,Tamil Nadu,First British fortress in India,13.0827,80.2756,place_images/Fort_St._George.jpg,4.3
711,Santhome Cathedral,Chennai,Tamil Nadu,Gothic cathedral built over St. Thomas grave,13.0448,80.2684,place_images/Santhome_Cathedral.jpg,4.7
712,Ooty Botanical Gardens,Udhagamandalam,Tamil Nadu,Extensive hill gardens,11.411,76.703,place_images/Ooty_Botanical_Gardens.jpg,4.3
713,Nilgiri Mountain Railway,Udhagamandalam,Tamil Nadu,Heritage toy train route,11.4172,76.6958,place_images/Nilgiri_Mountain_Railway.jpg,
714,Dolphin’s Nose,Coonoor,Tamil Nadu,Scenic viewpoint in Nilgiris,11.3538,76.7852,place_images/Dolphin’s_Nose.jpg,4.3
715,Avalanche Lake,Coonoor,Tamil Nadu,Alpine lake in Nilgiri Hills,11.3028,76.7888,place_images/Avalanche_Lake.jpg,4.4
716,Yercaud Lake,Yercaud,Tamil Nadu,Hill station lake in Shevaroys,11.7828,78.2341,place_images/Yercaud_Lake.jpg,4.2
717,Kodaikanal Lake,Kodaikanal,Tamil Nadu,Star-shaped freshwater lake,10.238,77.4899,place_images/Kodaikanal_Lake.jpg,4.5
718,Pamban Bridge,Rameswaram,Tamil Nadu,Iconic rail bridge to Rameswaram Island,9.2728,79.1594,place_images/Pamban_Bridge.jpg,4.7
719,Ramanathaswamy Temple,Rameswaram,Tamil Nadu,Famous temple with longest corridor,9.2873,79.312,place_images/Ramanathaswamy_Temple.jpg,4.7
720,Meenakshi Amman Temple,Madurai,Tamil Nadu,Historic temple with colorful towers,9.9196,78.119,place_images/Meenakshi_Amman_Temple.jpg,4.7
721,Thirumalai Nayakkar Palace,Madurai,Tamil Nadu,17th-century palace with courtyard,9.9185,78.119,place_images/Thirumalai_Nayakkar_Palace.jpg,
722,Gandhi Memorial Museum,Madurai,Tamil Nadu,Museum on India’s freedom struggle,9.9164,78.1203,place_images/Gandhi_Memorial_Museum.jpg,4.3
723,Kanyakumari Vivekananda Rock Memorial,Kanyakumari,Tamil Nadu,Memorial on island off cape tip,8.0822,77.5639,place_images/Kanyakumari_Vivekananda_Rock_Memorial.jpg,4.6
724,Thirparappu Waterfall,Kanyakumari,Tamil Nadu,Scenic waterfall and pool,8.3552,77.4214,place_images/Thirparappu_Waterfall.jpg,4.4
725,Courtallam Falls,Courtallam,Tamil Nadu,Popular seasonal waterfall,8.9364,77.2849,place_images/Courtallam_Falls.jpg,4.5
726,Papanasam Dam,Papanasam,Tamil Nadu,Dam and recreational area,8.7842,77.2864,place_images/Papanasam_Dam.jpg,
727,Mudumalai National Park,The Nilgiris,Tamil Nadu,Tiger reserve in Western Ghats,11.5333,76.5,place_images/Mudumalai_National_Park.jpg,4.4
728,Annamalaiyar Temple,Thiruvannamalai,Tamil Nadu,Major Shiva temple at Arunachala hill,12.226,79.0722,place_images/Annamalaiyar_Temple.jpg,4.7
729,Yelagiri Hills,Vellore,Tamil Nadu,Hill station known for trekking and boating,12.6188,78.626,place_images/Yelagiri_Hills.jpg,4.2
730,Mahabalipuram Shore Temple,Mahabalipuram,Tamil Nadu,UNESCO temple by the sea,12.6131,80.1971,place_images/Mahabalipuram_Shore_Temple.jpg,4.6
731,Pancha Rathas,Mahabalipuram,Tamil Nadu,Rock-cut temple of five chariots,12.614,80.1964,place_images/Pancha_Rathas.jpg,4.7
732,Arjuna’s Penance,Mahabalipuram,Tamil Nadu,Giant rock relief carving,12.6178,80.1974,place_images/Arjuna’s_Penance.jpg,4.6
733,Vedanthangal Bird Sanctuary,Vedanthangal,Tamil Nadu,Wetland sanctuary for migratory birds,12.5937,79.928,place_images/Vedanthangal_Bird_Sanctuary.jpg,4.3
734,Guindy National Park,Chennai,Tamil Nadu,Urban wildlife reserve,13.0265,80.236,place_images/Guindy_National_Park.jpg,4.1
735,Elliot’s Beach,Chennai,Tamil Nadu,Popular beach in Besant Nagar,12.9811,80.2505,place_images/Elliot’s_Beach.jpg,4.4
736,St. Thomas Mount,Chennai,Tamil Nadu,Hill shrine associated with St. Thomas,13.0084,80.2174,place_images/St._Thomas_Mount.jpg,4.6
737,Chidambaram Nataraja Temple,Chidambaram,Tamil Nadu,Ancient temple of dancing Shiva,11.4114,79.6958,place_images/Chidambaram_Nataraja_Temple.jpg,4.7
738,Thanjavur Brihadeeswarar Temple,Thanjavur,Tamil Nadu,UNESCO Dravidian architecture temple,10.7824,79.1317,place_images/Thanjavur_Brihadeeswarar_Temple.jpg,4.8
739,Chettinad Mansions,Chettinad,Tamil Nadu,Heritage homes of Chettiar community,10.7525,78.6856,place_images/Chettinad_Mansions.jpg,4.3
740,Meghamalai,Theni,Tamil Nadu,Tea estate hill station,9.8553,77.2497,place_images/Meghamalai.jpg,4.5
741,Valparai,Coimbatore,Tamil Nadu,Hill resort in Anaimalai Hills,10.3319,76.9816,place_images/Valparai.jpg,4.0
742,Yercaud Observatory,Yercaud,Tamil Nadu,Amateur astronomy viewpoint,11.7988,78.2251,place_images/Yercaud_Observatory.jpg,4.6
743,Thiruvalluvar Statue,Kanyakumari,Tamil Nadu,Tall monument of poet-philosopher,8.08,77.5633,place_images/Thiruvalluvar_Statue.jpg,4.5
744,Kanniyakumari Sunset Point,Kanyakumari,Tamil Nadu,Meeting point of waters and stunning sunsets,8.0868,77.5438,place_images/Kanniyakumari_Sunset_Point.jpg,4.5
745,Taj Mahal,Agra,Uttar Pradesh,UNESCO mausoleum of love built by Shah Jahan,27.175144,78.042142,place_images/Taj_Mahal.jpg,4.6
746,Agra Fort,Agra,Uttar Pradesh,Historic Mughal fortress and palace complex,27.179714,78.021058,place_images/Agra_Fort.jpg,4.5
747,Fatehpur Sikri,Fatehpur Sikri,Uttar Pradesh,UNESCO city built by Emperor Akbar,27.093,77.66,place_images/Fatehpur_Sikri.jpg,3.9
748,Itmad-ud-Daulah,Agra,Uttar Pradesh,Marble “Baby Taj” monument,27.166301,78.040596,place_images/Itmad-ud-Daulah.jpg,4.4
749,Mathura,Mathura,Uttar Pradesh,Birthplace of Lord Krishna,27.492413,77.673675,place_images/Mathura.jpg,4.3
750,Vrindavan,Vrindavan,Uttar Pradesh,Holy town with Krishna temples,27.5615,77.6737,place_images/Vrindavan.jpg,4.0
751,Varanasi Ghats,Varanasi,Uttar Pradesh,Ancient riverfront steps on the Ganges,25.3176,82.9739,place_images/Varanasi_Ghats.jpg,4.6
752,Sarnath,Sarnath,Uttar Pradesh,Buddhist pilgrimage site where Buddha first taught,25.3975,83.0161,place_images/Sarnath.jpg,4.1
753,Allahabad Fort,Prayagraj,Uttar Pradesh,Riverfront Mughal fort by confluence of rivers,25.4445,81.8404,place_images/Allahabad_Fort.jpg,4.3
754,Triveni Sangam,Prayagraj,Uttar Pradesh,Sacred meeting point of three rivers,25.4234,81.8483,place_images/Triveni_Sangam.jpg,4.6
755,Jhansi Fort,Jhansi,Uttar Pradesh,Large hilltop fort of Maratha and Bundela rulers,25.4535,78.5737,place_images/Jhansi_Fort.jpg,4.4
756,Chitrakoot,Chitrakoot,Uttar Pradesh,Sacred town associated with the epic Ramayana,24.8785,79.0729,place_images/Chitrakoot.jpg,3.9
757,Ayodhya,Ayodhya,Uttar Pradesh,Birthplace of Lord Rama and pilgrimage city,26.7998,82.2025,place_images/Ayodhya.jpg,4.2
758,Lucknow Residency,Lucknow,Uttar Pradesh,Historic British era ruin with museum,26.8517,80.9462,place_images/Lucknow_Residency.jpg,4.3
759,Bara Imambara,Lucknow,Uttar Pradesh,Grand Shia congregational hall,26.8467,80.9429,place_images/Bara_Imambara.jpg,4.4
760,Rumi Darwaza,Lucknow,Uttar Pradesh,Impressive Awadhi gateway,26.8467,80.9462,place_images/Rumi_Darwaza.jpg,4.5
